ID,RA,Decl,I,V,P_1
OGLE-SMC-CEP-1128,00:48:14.09,-73:05:02.5,16.544,17.164,1.7350568
OGLE-SMC-CEP-1130,00:48:14.52,-72:47:39.8,15.46,16.086,3.6927652
OGLE-SMC-CEP-1131,00:48:14.53,-73:19:33.6,17.295,18.979,5.7806121
OGLE-SMC-CEP-1134,00:48:14.90,-73:04:18.6,15.407,16.489,6.447546
OGLE-SMC-CEP-1135,00:48:15.09,-73:28:00.4,15.947000000000001,16.68,3.1432755
OGLE-SMC-CEP-1136,00:48:15.34,-72:38:05.5,16.33,16.953,2.0558214
OGLE-SMC-CEP-1139,00:48:16.28,-72:56:37.8,17.27,17.972,1.3134122
OGLE-SMC-CEP-1140,00:48:16.82,-73:29:56.9,16.569000000000003,17.233,1.8382953000000002
OGLE-SMC-CEP-1141,00:48:17.12,-72:59:21.1,16.515,17.283,2.3857644000000002
OGLE-SMC-CEP-1142,00:48:17.61,-72:49:39.4,16.631,-99.99,1.8553043999999999
OGLE-SMC-CEP-1144,00:48:19.46,-73:09:34.4,17.399,18.031,1.1656238
OGLE-SMC-CEP-1145,00:48:20.35,-73:20:22.6,16.993,17.809,1.8170853
OGLE-SMC-CEP-1146,00:48:20.59,-73:30:43.9,16.435,17.093,2.0220164
OGLE-SMC-CEP-1151,00:48:22.62,-73:23:51.5,16.68,17.338,1.7695485
OGLE-SMC-CEP-1152,00:48:23.06,-73:30:58.3,16.654,17.362000000000002,1.7021011000000001
OGLE-SMC-CEP-1153,00:48:23.34,-73:07:14.4,17.152,17.965999999999998,1.5974936000000002
OGLE-SMC-CEP-1154,00:48:23.85,-73:28:58.8,16.577,17.192,1.7705104999999999
OGLE-SMC-CEP-1156,00:48:24.23,-73:43:55.9,17.212,17.789,1.2407875
OGLE-SMC-CEP-1157,00:48:24.21,-73:13:33.3,12.988,14.07,30.072827399999998
OGLE-SMC-CEP-1159,00:48:25.16,-73:56:08.3,17.291,17.896,1.216245
OGLE-SMC-CEP-1160,00:48:25.23,-73:17:44.6,16.725,17.369,1.7160833
OGLE-SMC-CEP-1161,00:48:25.85,-72:56:23.2,16.014,16.636,2.4794915
OGLE-SMC-CEP-1162,00:48:26.38,-73:02:12.5,16.8,17.53,2.0044396
OGLE-SMC-CEP-1163,00:48:27.97,-73:08:50.9,15.685,16.627,5.1066848
OGLE-SMC-CEP-1164,00:48:27.98,-73:35:51.9,16.972,17.726,1.602631
OGLE-SMC-CEP-1165,00:48:28.10,-73:13:39.4,14.831,15.87,10.308946800000001
OGLE-SMC-CEP-1171,00:48:31.21,-72:42:07.1,16.362000000000002,16.977,1.9734154
OGLE-SMC-CEP-1172,00:48:31.45,-73:16:00.5,13.95,14.867,14.062474499999999
OGLE-SMC-CEP-1173,00:48:31.54,-72:33:26.2,16.410999999999998,17.115,2.1119115
OGLE-SMC-CEP-1177,00:48:32.79,-72:26:22.8,16.604,17.292,2.0470623
OGLE-SMC-CEP-1179,00:48:32.99,-73:29:46.2,16.94,17.614,1.5575931
OGLE-SMC-CEP-1180,00:48:33.01,-72:25:09.6,16.433,17.023,1.8721415000000001
OGLE-SMC-CEP-1182,00:48:33.65,-72:56:26.4,16.75,17.425,1.7711618000000002
OGLE-SMC-CEP-1183,00:48:33.66,-72:43:29.3,16.590999999999998,17.163,1.5979638999999999
OGLE-SMC-CEP-1188,00:48:35.87,-74:27:19.4,17.124000000000002,17.736,1.3387278999999999
OGLE-SMC-CEP-1189,00:48:35.88,-72:38:09.3,16.062,16.745,2.645706
OGLE-SMC-CEP-1190,00:48:36.39,-72:22:24.5,16.597,17.279,1.7910723999999998
OGLE-SMC-CEP-1193,00:48:37.34,-73:02:20.5,15.982999999999999,16.572,3.0892995
OGLE-SMC-CEP-1195,00:48:39.30,-72:57:20.9,15.437000000000001,16.054000000000002,3.6991453
OGLE-SMC-CEP-1197,00:48:39.46,-72:50:02.8,16.575,-99.99,1.9943698
OGLE-SMC-CEP-1199,00:48:40.65,-73:29:59.7,16.864,17.415,1.4748353
OGLE-SMC-CEP-1200,00:48:42.19,-73:15:47.8,16.662,17.275,1.7667423
OGLE-SMC-CEP-1202,00:48:43.35,-72:58:13.0,16.299,17.177,1.9689179
OGLE-SMC-CEP-1204,00:48:45.19,-73:09:42.6,17.616,18.355,1.025733
OGLE-SMC-CEP-1205,00:48:45.51,-72:50:32.9,15.415,16.149,5.1138747
OGLE-SMC-CEP-1208,00:48:46.31,-72:10:10.9,17.344,17.924,1.1392844
OGLE-SMC-CEP-1210,00:48:47.30,-73:43:31.9,16.484,17.085,2.1715395
OGLE-SMC-CEP-1211,00:48:47.46,-73:13:19.2,14.651,15.425,9.490414999999999
OGLE-SMC-CEP-1213,00:48:47.89,-73:33:22.7,15.793,16.439,2.9957546
OGLE-SMC-CEP-1214,00:48:47.89,-73:16:37.2,15.190999999999999,15.995999999999999,5.4043362
OGLE-SMC-CEP-1215,00:48:47.90,-72:52:59.7,17.139,17.852,1.512451
OGLE-SMC-CEP-1217,00:48:48.86,-73:10:41.7,15.770999999999999,16.773,4.965414900000001
OGLE-SMC-CEP-1222,00:48:50.37,-73:14:43.6,15.747,16.51,3.3499381
OGLE-SMC-CEP-1223,00:48:51.01,-73:34:14.2,17.059,17.702,1.4174544
OGLE-SMC-CEP-1224,00:48:51.08,-73:10:55.9,17.288,18.266,1.7949903000000003
OGLE-SMC-CEP-1226,00:48:51.97,-72:37:55.0,16.197,16.887,2.4511906000000003
OGLE-SMC-CEP-1227,00:48:52.32,-73:24:35.1,16.612000000000002,17.246,1.9000384999999997
OGLE-SMC-CEP-1229,00:48:52.49,-74:05:51.8,17.207,17.77,1.1409951999999999
OGLE-SMC-CEP-1233,00:48:53.85,-73:37:58.2,16.926,17.529,1.5175505
OGLE-SMC-CEP-1234,00:48:54.09,-72:58:35.8,16.697,17.518,2.1057341
OGLE-SMC-CEP-1237,00:48:55.45,-72:49:37.1,16.099,-99.99,2.7496262000000002
OGLE-SMC-CEP-1238,00:48:57.50,-73:40:08.5,16.608,17.131,1.6361818000000001
OGLE-SMC-CEP-1239,00:48:57.58,-73:19:01.8,16.883,17.6,1.9166824
OGLE-SMC-CEP-1240,00:48:58.10,-73:06:08.2,16.901,17.752,1.9919451000000001
OGLE-SMC-CEP-1245,00:49:01.20,-73:19:38.5,16.496,17.212,2.1100525
OGLE-SMC-CEP-1246,00:49:01.29,-73:28:17.1,16.442999999999998,17.119,2.0422708
OGLE-SMC-CEP-1247,00:49:01.62,-73:12:44.8,14.335,15.323,13.302772400000002
OGLE-SMC-CEP-1249,00:49:02.94,-73:15:51.1,15.085999999999999,15.984000000000002,7.048902799999999
OGLE-SMC-CEP-1250,00:49:03.24,-73:05:43.1,15.65,16.579,4.9706036
OGLE-SMC-CEP-1251,00:49:03.34,-72:32:06.6,14.75,15.49,2.9647742000000004
OGLE-SMC-CEP-1252,00:49:03.39,-73:17:26.0,16.566,17.215999999999998,1.9626256999999998
OGLE-SMC-CEP-1255,00:49:04.21,-73:02:23.8,17.593,18.447,1.2074641000000002
OGLE-SMC-CEP-1259,00:49:05.36,-72:51:16.2,17.258,17.965999999999998,1.3598723999999998
OGLE-SMC-CEP-1261,00:49:05.42,-73:04:11.4,14.464,15.318,10.0392948
OGLE-SMC-CEP-1265,00:49:06.48,-73:36:52.0,15.845999999999998,16.464000000000002,3.2238439999999997
OGLE-SMC-CEP-1266,00:49:07.98,-72:59:52.1,16.588,17.322,1.961632
OGLE-SMC-CEP-1272,00:49:10.98,-72:24:36.0,17.335,17.962,1.0475999
OGLE-SMC-CEP-1276,00:49:11.78,-72:57:35.5,16.721,17.447,1.8631049
OGLE-SMC-CEP-1277,00:49:11.82,-73:20:35.3,17.114,17.796,1.4303523
OGLE-SMC-CEP-1279,00:49:12.18,-72:55:59.7,16.768,17.364,1.5023091
OGLE-SMC-CEP-1280,00:49:12.34,-73:30:08.2,15.475,16.34,5.2966862
OGLE-SMC-CEP-1281,00:49:12.76,-73:30:47.9,15.918,16.619,3.0618528
OGLE-SMC-CEP-1283,00:49:12.86,-72:57:09.7,16.455,17.145,2.1368522999999997
OGLE-SMC-CEP-1284,00:49:13.48,-73:21:03.5,15.668,16.391,4.0920155
OGLE-SMC-CEP-1288,00:49:13.86,-73:18:48.8,16.77,17.396,1.7180756000000001
OGLE-SMC-CEP-1291,00:49:15.49,-73:23:08.1,14.780999999999999,15.47,6.566387400000001
OGLE-SMC-CEP-1292,00:49:15.90,-72:52:46.6,15.835999999999999,16.62,3.627011
OGLE-SMC-CEP-1293,00:49:16.26,-73:05:27.1,16.703,17.352999999999998,1.5932469
OGLE-SMC-CEP-1295,00:49:16.82,-73:29:21.3,16.625,17.283,2.0507119
OGLE-SMC-CEP-1296,00:49:16.92,-73:33:58.8,16.844,17.499000000000002,1.3074788
OGLE-SMC-CEP-1298,00:49:17.77,-72:01:47.5,15.515999999999998,16.163,2.9127623
OGLE-SMC-CEP-1299,00:49:18.20,-72:28:03.2,16.566,17.184,1.7014307
OGLE-SMC-CEP-1301,00:49:18.60,-72:33:24.9,17.16,17.835,1.5157512
OGLE-SMC-CEP-1303,00:49:19.04,-72:16:06.1,16.378,17.12,2.403971
OGLE-SMC-CEP-1305,00:49:19.70,-73:52:44.9,16.865,17.462,1.6413057
OGLE-SMC-CEP-1306,00:49:19.74,-72:51:50.1,16.908,17.635,1.6961955000000002
OGLE-SMC-CEP-1307,00:49:20.05,-72:57:29.2,15.949000000000002,16.682000000000002,3.341614
OGLE-SMC-CEP-1309,00:49:21.22,-73:07:34.3,17.284000000000002,17.914,1.0880856
OGLE-SMC-CEP-1310,00:49:21.29,-73:47:55.0,16.998,17.632,1.3768413000000002
OGLE-SMC-CEP-1312,00:49:21.84,-72:59:46.2,16.74,17.449,1.8284691000000002
OGLE-SMC-CEP-1314,00:49:22.07,-73:45:05.1,16.953,17.709,1.4740278999999998
OGLE-SMC-CEP-1318,00:49:22.86,-73:42:10.0,17.102999999999998,17.64,1.1380088
OGLE-SMC-CEP-1324,00:49:24.60,-73:22:12.5,16.948,17.532,1.4314763000000001
OGLE-SMC-CEP-1325,00:49:24.94,-73:32:44.0,16.339000000000002,16.899,1.8839133999999997
OGLE-SMC-CEP-1326,00:49:24.95,-72:53:40.9,14.289000000000001,15.23,11.193391199999999
OGLE-SMC-CEP-1327,00:49:25.69,-72:47:17.6,16.799,17.371,1.6333593000000002
OGLE-SMC-CEP-1328,00:49:25.81,-73:14:08.0,17.244,17.983,1.2881215
OGLE-SMC-CEP-1329,00:49:26.28,-72:56:47.9,16.15,17.129,3.4500879999999996
OGLE-SMC-CEP-1330,00:49:27.15,-72:41:23.2,16.639,17.35,1.8192703000000001
OGLE-SMC-CEP-1331,00:49:27.24,-73:17:17.6,15.955,16.526,2.942533
OGLE-SMC-CEP-1333,00:49:27.40,-73:18:02.1,16.804000000000002,17.51,1.7596677
OGLE-SMC-CEP-1335,00:49:28.64,-73:39:04.7,17.041,17.719,1.4752009
OGLE-SMC-CEP-1336,00:49:28.76,-72:47:04.9,16.115,16.927,1.6815039
OGLE-SMC-CEP-1338,00:49:29.97,-73:09:17.7,16.730999999999998,-99.99,1.8863825
OGLE-SMC-CEP-1340,00:49:30.40,-73:19:06.0,14.127,-99.99,17.5316306
OGLE-SMC-CEP-1341,00:49:30.65,-73:23:11.8,16.79,-99.99,1.6207831
OGLE-SMC-CEP-1342,00:49:31.72,-72:56:54.3,16.031,16.687,2.7698329
OGLE-SMC-CEP-1343,00:49:31.73,-73:07:56.8,16.299,17.232,3.0081854999999997
OGLE-SMC-CEP-1344,00:49:31.97,-73:37:00.0,16.805999999999997,-99.99,1.842311
OGLE-SMC-CEP-1345,00:49:32.24,-73:45:28.3,16.962,17.447,1.249414
OGLE-SMC-CEP-1347,00:49:33.44,-73:41:02.4,16.773,-99.99,1.7654215
OGLE-SMC-CEP-1348,00:49:34.32,-72:47:18.2,16.644000000000002,17.215,1.6029438999999999
OGLE-SMC-CEP-1351,00:49:34.82,-72:33:56.8,15.593,16.426,4.4165946
OGLE-SMC-CEP-1353,00:49:35.24,-72:43:19.6,17.158,17.777,1.2100049
OGLE-SMC-CEP-1354,00:49:35.29,-72:40:46.9,16.512,17.124000000000002,1.7448445
OGLE-SMC-CEP-1356,00:49:36.21,-73:24:00.4,16.840999999999998,17.435,1.4828388000000001
OGLE-SMC-CEP-1358,00:49:37.37,-72:56:30.7,17.04,17.745,1.5086374
OGLE-SMC-CEP-1359,00:49:38.30,-72:55:04.4,16.669,17.340999999999998,1.7398054
OGLE-SMC-CEP-1360,00:49:39.47,-73:27:31.3,17.239,18.066,1.5503933
OGLE-SMC-CEP-1361,00:49:39.51,-72:18:12.0,16.379,16.958,1.8665745999999999
OGLE-SMC-CEP-1363,00:49:40.05,-73:06:07.6,15.162,15.870999999999999,4.8458344
OGLE-SMC-CEP-1364,00:49:40.42,-73:11:53.6,16.83,17.56,1.782627
OGLE-SMC-CEP-1365,00:49:40.95,-73:14:07.0,13.754000000000001,14.597999999999999,15.658080100000001
OGLE-SMC-CEP-1367,00:49:41.20,-73:18:36.0,15.755999999999998,16.495,3.8241232000000003
OGLE-SMC-CEP-1368,00:49:41.40,-72:35:28.1,16.4,17.115,2.1828611
OGLE-SMC-CEP-1370,00:49:41.83,-72:38:03.8,15.543,16.262999999999998,4.1604162
OGLE-SMC-CEP-1371,00:49:42.05,-72:55:47.7,16.132,16.906,2.8463803
OGLE-SMC-CEP-1373,00:49:42.11,-72:42:50.2,17.038,17.622,1.2483905
OGLE-SMC-CEP-1374,00:49:42.36,-72:59:46.4,16.814,17.498,1.7077050999999999
OGLE-SMC-CEP-1376,00:49:42.74,-73:05:29.7,15.960999999999999,16.726,3.2841072000000002
OGLE-SMC-CEP-1377,00:49:42.78,-72:29:45.0,13.708,14.427999999999999,13.463683300000001
OGLE-SMC-CEP-1381,00:49:44.01,-72:32:42.8,15.520999999999999,16.236,4.123952500000001
OGLE-SMC-CEP-1383,00:49:44.27,-73:13:06.9,16.265,17.05,2.5322927
OGLE-SMC-CEP-1384,00:49:44.26,-73:03:27.6,14.485,15.352,9.9403094
OGLE-SMC-CEP-1385,00:49:44.62,-73:08:23.2,13.841,14.775,15.822116399999999
OGLE-SMC-CEP-1387,00:49:45.37,-72:59:07.9,16.335,17.086,2.6659843
OGLE-SMC-CEP-1388,00:49:45.80,-72:26:49.4,16.253,16.832,2.0500214
OGLE-SMC-CEP-1389,00:49:46.44,-73:01:49.6,16.675,17.347,1.6705596999999999
OGLE-SMC-CEP-1390,00:49:47.18,-73:27:24.1,17.143,17.92,1.6706749
OGLE-SMC-CEP-1391,00:49:47.21,-73:01:49.2,15.856,16.705,3.8330379
OGLE-SMC-CEP-1392,00:49:47.26,-72:30:24.1,17.202,17.815,1.2062743999999999
OGLE-SMC-CEP-1393,00:49:47.63,-74:27:12.9,17.004,17.535999999999998,1.1501639
OGLE-SMC-CEP-1394,00:49:47.95,-73:23:46.9,17.354,18.061,1.2294753999999999
OGLE-SMC-CEP-1395,00:49:48.00,-73:33:55.8,15.725999999999999,16.385,3.2832296999999997
OGLE-SMC-CEP-1397,00:49:48.97,-72:51:17.9,16.045,16.994,2.7562439
OGLE-SMC-CEP-1399,00:49:51.12,-73:02:02.4,14.465,15.315999999999999,9.0261375
OGLE-SMC-CEP-1400,00:49:51.56,-72:51:42.7,17.246,18.01,1.3956586000000002
OGLE-SMC-CEP-1401,00:49:51.60,-72:59:47.7,16.135,16.879,2.4337991000000003
OGLE-SMC-CEP-1402,00:49:51.87,-73:29:51.0,16.788,17.332,1.4275417
OGLE-SMC-CEP-1403,00:49:52.87,-73:14:41.0,13.284,14.367,28.7822793
OGLE-SMC-CEP-1404,00:49:52.94,-73:09:09.3,16.695999999999998,17.480999999999998,2.4926245
OGLE-SMC-CEP-1405,00:49:53.30,-73:21:57.8,16.976,17.628,1.559821
OGLE-SMC-CEP-1408,00:49:54.50,-73:13:23.2,14.117,15.190999999999999,16.297673800000002
OGLE-SMC-CEP-1409,00:49:55.07,-72:59:15.3,15.794,16.406,3.4502789
OGLE-SMC-CEP-1410,00:49:55.27,-73:09:16.2,14.374,15.203,9.187887199999999
OGLE-SMC-CEP-1411,00:49:55.71,-73:37:35.0,16.644000000000002,17.314,1.9061744999999999
OGLE-SMC-CEP-1412,00:49:55.77,-73:31:13.4,15.782,16.512999999999998,3.4204323
OGLE-SMC-CEP-1416,00:49:57.22,-73:09:51.1,16.972,17.805,1.7773911
OGLE-SMC-CEP-1417,00:49:57.23,-73:09:41.4,16.459,17.141,1.9747116000000002
OGLE-SMC-CEP-1419,00:49:59.11,-72:50:02.2,16.808,-99.99,1.7090593999999997
OGLE-SMC-CEP-1420,00:49:59.24,-73:02:48.7,15.765,16.425,3.2249467000000003
OGLE-SMC-CEP-1423,00:50:00.07,-72:37:42.5,16.276,16.861,2.0509883999999996
OGLE-SMC-CEP-1424,00:50:00.23,-73:09:53.1,16.195999999999998,16.813,2.3509887000000003
OGLE-SMC-CEP-1425,00:50:00.45,-72:41:58.4,16.433,17.124000000000002,2.1251531000000004
OGLE-SMC-CEP-1426,00:50:00.51,-73:34:24.6,16.771,17.272000000000002,1.4423179
OGLE-SMC-CEP-1427,00:50:01.11,-73:14:42.7,17.369,18.076,1.1517559
OGLE-SMC-CEP-1430,00:50:01.58,-72:44:29.3,17.298,17.91,1.0141073
OGLE-SMC-CEP-1433,00:50:02.75,-72:52:02.7,17.023,17.754,1.5865678
OGLE-SMC-CEP-1434,00:50:03.80,-73:25:23.6,14.908,15.639000000000001,6.8739469
OGLE-SMC-CEP-1435,00:50:04.00,-73:24:55.7,16.883,17.572,1.6052135
OGLE-SMC-CEP-1437,00:50:04.42,-72:53:17.3,17.114,17.897000000000002,1.6117386
OGLE-SMC-CEP-1438,00:50:04.73,-72:43:05.6,14.29,15.0,9.5592881
OGLE-SMC-CEP-1440,00:50:05.08,-72:57:38.5,16.248,16.94,2.4234962
OGLE-SMC-CEP-1442,00:50:05.84,-73:29:07.6,15.443,16.241,4.6723127
OGLE-SMC-CEP-1443,00:50:06.78,-72:24:07.8,16.338,16.831,1.825604
OGLE-SMC-CEP-1444,00:50:07.52,-73:40:38.4,16.189,16.795,2.3110093
OGLE-SMC-CEP-1445,00:50:07.55,-72:38:13.5,15.931,16.664,3.2435798
OGLE-SMC-CEP-1446,00:50:07.58,-72:58:04.2,17.141,17.776,1.3700045
OGLE-SMC-CEP-1448,00:50:08.32,-73:39:19.8,16.47,17.128,1.7766634
OGLE-SMC-CEP-1452,00:50:09.39,-72:56:37.1,16.835,17.555999999999997,1.6859523999999997
OGLE-SMC-CEP-1453,00:50:09.44,-72:51:36.8,15.985,16.926,3.759668
OGLE-SMC-CEP-1454,00:50:09.55,-73:11:53.3,15.418,16.293,5.749050700000001
OGLE-SMC-CEP-1455,00:50:09.60,-73:20:48.2,15.357000000000001,16.18,6.4868267
OGLE-SMC-CEP-1459,00:50:11.91,-72:26:28.8,17.2,17.827,1.2304508
OGLE-SMC-CEP-1460,00:50:12.00,-73:37:51.0,15.122,15.88,5.950075599999999
OGLE-SMC-CEP-1462,00:50:12.24,-73:41:46.2,16.898,17.453,1.4130271
OGLE-SMC-CEP-1463,00:50:13.71,-72:59:21.2,16.629,17.409000000000002,2.4230179
OGLE-SMC-CEP-1465,00:50:14.09,-73:32:39.0,16.586,17.084,1.4884483999999998
OGLE-SMC-CEP-1466,00:50:15.27,-72:34:26.6,17.343,18.078,1.2191787
OGLE-SMC-CEP-1467,00:50:15.67,-72:49:50.3,16.744,-99.99,1.8975488
OGLE-SMC-CEP-1469,00:50:16.83,-72:36:17.7,16.502,17.118,1.9026319
OGLE-SMC-CEP-1470,00:50:17.21,-73:15:25.8,17.336,18.025,1.3608841999999999
OGLE-SMC-CEP-1473,00:50:17.59,-72:49:08.0,16.675,17.483,2.0722669
OGLE-SMC-CEP-1474,00:50:18.28,-72:56:15.1,16.46,17.133,2.0870073000000002
OGLE-SMC-CEP-1477,00:50:20.45,-73:07:29.7,12.981,13.985,32.0381382
OGLE-SMC-CEP-1480,00:50:21.44,-73:05:54.1,14.804,15.485999999999999,5.8896974
OGLE-SMC-CEP-1481,00:50:21.61,-72:59:01.5,15.159,16.073,7.163532099999999
OGLE-SMC-CEP-1483,00:50:22.18,-73:19:35.2,17.224,17.881,1.3236148
OGLE-SMC-CEP-1484,00:50:22.88,-72:34:06.4,16.682000000000002,17.285999999999998,1.5476188
OGLE-SMC-CEP-1485,00:50:23.10,-73:02:34.3,15.107000000000001,15.800999999999998,5.0017794
OGLE-SMC-CEP-1486,00:50:24.27,-74:03:29.7,16.88,-99.99,1.614783
OGLE-SMC-CEP-1487,00:50:24.88,-73:07:31.1,17.187,17.9,1.4370513
OGLE-SMC-CEP-1489,00:50:25.11,-72:43:20.7,16.291,16.963,2.4095082999999997
OGLE-SMC-CEP-1491,00:50:25.58,-72:49:12.2,16.352,17.076,2.1012889
OGLE-SMC-CEP-1492,00:50:25.73,-72:27:42.9,14.607999999999999,15.242,6.2917635
OGLE-SMC-CEP-1493,00:50:25.79,-73:07:18.2,15.24,16.04,5.9547334
OGLE-SMC-CEP-1495,00:50:26.86,-73:25:00.1,16.045,16.698,2.5635096
OGLE-SMC-CEP-1499,00:50:27.60,-73:05:54.3,17.053,17.734,1.4694971000000001
OGLE-SMC-CEP-1500,00:50:27.99,-72:17:45.3,16.839000000000002,17.475,1.5451799
OGLE-SMC-CEP-1502,00:50:28.82,-72:45:09.3,11.017000000000001,-99.99,84.30018620000001
OGLE-SMC-CEP-1503,00:50:29.44,-72:31:47.5,17.269000000000002,17.879,1.1215796999999998
OGLE-SMC-CEP-1504,00:50:29.52,-72:42:32.1,16.182000000000002,16.867,2.4921276000000003
OGLE-SMC-CEP-1506,00:50:30.18,-73:33:20.2,15.37,16.021,4.3505853
OGLE-SMC-CEP-1509,00:50:31.09,-73:26:49.4,16.924,17.392,1.2367015
OGLE-SMC-CEP-1510,00:50:31.40,-72:26:38.5,15.915,16.611,3.0422138
OGLE-SMC-CEP-1511,00:50:31.61,-72:28:40.1,17.405,17.989,0.9884635
OGLE-SMC-CEP-1512,00:50:32.69,-73:05:51.5,16.837,17.369,1.4285357
OGLE-SMC-CEP-1517,00:50:34.86,-73:01:39.8,16.924,17.525,1.3883006000000002
OGLE-SMC-CEP-1518,00:50:34.97,-73:32:08.0,15.970999999999998,16.667,2.8766703
OGLE-SMC-CEP-1520,00:50:35.67,-73:17:54.5,15.877,16.56,3.1906488
OGLE-SMC-CEP-1521,00:50:36.07,-73:31:05.5,15.582,16.212,3.3729424
OGLE-SMC-CEP-1523,00:50:38.36,-74:26:49.8,16.734,17.456,2.5090581000000003
OGLE-SMC-CEP-1524,00:50:38.57,-72:57:33.3,13.193,14.169,27.408644199999998
OGLE-SMC-CEP-1525,00:50:38.75,-72:20:24.4,16.265,16.956,2.3388997000000002
OGLE-SMC-CEP-1526,00:50:38.78,-72:59:02.5,16.183,16.849,1.2902341999999998
OGLE-SMC-CEP-1527,00:50:39.12,-73:03:21.9,16.415,16.984,1.9463743000000002
OGLE-SMC-CEP-1529,00:50:40.27,-73:01:38.0,16.910999999999998,17.485,1.4942608
OGLE-SMC-CEP-1530,00:50:40.54,-72:55:07.8,15.998,16.730999999999998,3.0743774
OGLE-SMC-CEP-1531,00:50:41.39,-73:47:32.5,17.03,17.595,1.2550881
OGLE-SMC-CEP-1533,00:50:42.99,-73:16:05.2,16.468,17.132,1.9928086999999999
OGLE-SMC-CEP-1534,00:50:43.20,-73:02:48.1,16.025,16.680999999999997,2.6487602999999997
OGLE-SMC-CEP-1538,00:50:45.10,-72:38:59.4,14.824000000000002,15.504000000000001,5.8031455
OGLE-SMC-CEP-1541,00:50:47.00,-73:29:10.8,14.800999999999998,15.533,6.5465634
OGLE-SMC-CEP-1542,00:50:47.04,-74:11:53.6,17.178,17.762999999999998,1.2652848
OGLE-SMC-CEP-1543,00:50:47.09,-72:48:12.5,15.783,16.397000000000002,2.5826705000000003
OGLE-SMC-CEP-1546,00:50:48.48,-73:24:57.6,17.143,18.246,2.3843521
OGLE-SMC-CEP-1547,00:50:48.94,-73:18:46.0,15.607999999999999,16.36,4.4068798
OGLE-SMC-CEP-1548,00:50:48.97,-72:39:14.1,16.882,17.577,1.5716071000000003
OGLE-SMC-CEP-1549,00:50:49.42,-73:16:41.7,14.713,15.482999999999999,6.817986400000001
OGLE-SMC-CEP-1550,00:50:50.78,-73:12:24.4,17.274,17.948,1.1341431
OGLE-SMC-CEP-1551,00:50:51.06,-72:50:53.9,16.959,17.667,1.4920911000000001
OGLE-SMC-CEP-1554,00:50:52.33,-72:57:18.0,17.201,17.801,1.3217896
OGLE-SMC-CEP-1555,00:50:52.52,-73:22:42.8,15.245,15.949000000000002,5.119167299999999
OGLE-SMC-CEP-1556,00:50:52.60,-72:10:28.9,15.41,16.118,3.5457101000000004
OGLE-SMC-CEP-1557,00:50:52.82,-74:07:55.0,16.928,17.55,1.1971512
OGLE-SMC-CEP-1558,00:50:53.24,-72:54:14.6,16.622,17.393,2.2635502
OGLE-SMC-CEP-1559,00:50:53.47,-73:38:56.5,16.705,17.249000000000002,1.5046521000000002
OGLE-SMC-CEP-1561,00:50:54.35,-72:41:18.4,16.98,17.544,1.2861266000000002
OGLE-SMC-CEP-1562,00:50:54.48,-72:18:37.5,16.438,17.067,1.8862625
OGLE-SMC-CEP-1563,00:50:54.69,-72:48:01.8,16.574,17.293,1.8795186999999998
OGLE-SMC-CEP-1564,00:50:55.04,-72:47:21.6,16.34,17.097,2.4909237999999996
OGLE-SMC-CEP-1565,00:50:55.33,-73:22:25.2,17.154,17.762999999999998,1.2962236999999999
OGLE-SMC-CEP-1567,00:50:55.50,-72:34:42.0,14.86,15.686,6.750888499999999
OGLE-SMC-CEP-1568,00:50:55.56,-73:01:29.2,15.314,16.178,5.692220400000001
OGLE-SMC-CEP-1569,00:50:55.65,-73:12:11.3,13.703,14.562999999999999,15.646266699999998
OGLE-SMC-CEP-1572,00:50:56.10,-73:05:41.7,14.693,15.603,9.7443948
OGLE-SMC-CEP-1573,00:50:56.29,-73:23:11.6,16.634,17.257,1.8201074000000002
OGLE-SMC-CEP-1574,00:50:56.41,-73:49:08.8,17.125999999999998,17.761,1.3505688999999999
OGLE-SMC-CEP-1575,00:50:57.18,-72:58:52.3,16.788,17.459,1.7653314999999998
OGLE-SMC-CEP-1577,00:50:57.86,-73:29:38.7,15.253,16.082,6.0843004999999994
OGLE-SMC-CEP-1578,00:50:57.85,-73:12:26.0,16.828,17.483,1.5800119
OGLE-SMC-CEP-1581,00:50:58.12,-72:04:26.3,16.493,16.91,1.2511686000000002
OGLE-SMC-CEP-1582,00:50:58.36,-73:31:09.2,16.631,17.315,1.7542143
OGLE-SMC-CEP-1585,00:50:58.67,-72:25:17.5,16.56,17.225,1.8914499
OGLE-SMC-CEP-1586,00:50:59.09,-72:52:20.3,16.965,17.7,1.6234984
OGLE-SMC-CEP-1587,00:50:59.14,-72:41:10.2,17.17,17.87,1.5206013
OGLE-SMC-CEP-1590,00:51:00.32,-72:07:38.7,17.363,17.954,1.3056981
OGLE-SMC-CEP-1591,00:51:00.33,-72:03:18.0,16.965999999999998,17.617,1.4358501000000001
OGLE-SMC-CEP-1599,00:51:03.01,-73:12:30.3,17.003,17.855,1.9137498
OGLE-SMC-CEP-1601,00:51:03.29,-73:34:31.9,15.535,16.243,4.1738398000000005
OGLE-SMC-CEP-1603,00:51:05.02,-74:11:24.5,17.08,17.741,1.3952197
OGLE-SMC-CEP-1604,00:51:05.24,-73:14:51.9,15.554,16.319000000000003,4.2848660999999995
OGLE-SMC-CEP-1605,00:51:05.47,-73:04:01.0,16.340999999999998,17.046,2.4444772
