ID,RA,Decl,I,V,P_1
OGLE-SMC-CEP-2458,00:55:52.77,-72:35:04.5,16.750999999999998,17.317999999999998,1.1868676999999999
OGLE-SMC-CEP-2459,00:55:52.89,-73:20:33.7,16.924,17.526,1.4289836999999999
OGLE-SMC-CEP-2461,00:55:53.00,-73:19:57.9,17.016,17.637999999999998,1.4081168
OGLE-SMC-CEP-2462,00:55:53.75,-71:32:12.7,14.12,14.763,9.4026877
OGLE-SMC-CEP-2463,00:55:54.03,-73:20:53.7,15.578,16.127,2.7412034
OGLE-SMC-CEP-2464,00:55:54.08,-72:46:11.1,16.804000000000002,17.529,1.9066583
OGLE-SMC-CEP-2467,00:55:55.24,-72:37:05.7,16.514,17.133,1.7813723999999997
OGLE-SMC-CEP-2468,00:55:55.57,-73:51:34.9,16.945999999999998,17.519000000000002,1.583931
OGLE-SMC-CEP-2469,00:55:55.59,-72:46:20.0,16.908,17.635,1.7358761999999999
OGLE-SMC-CEP-2470,00:55:56.06,-71:59:02.9,12.297,13.232999999999999,42.746880299999994
OGLE-SMC-CEP-2473,00:55:57.09,-72:40:13.2,16.768,17.237000000000002,1.3882081
OGLE-SMC-CEP-2474,00:55:57.18,-73:18:17.6,15.24,16.032,5.104450099999999
OGLE-SMC-CEP-2475,00:55:57.34,-72:45:08.4,16.397000000000002,17.064,1.8604362
OGLE-SMC-CEP-2477,00:55:59.22,-71:54:09.0,14.989,15.675999999999998,4.9005982
OGLE-SMC-CEP-2478,00:55:59.65,-72:58:21.2,16.56,17.192,1.8203418999999998
OGLE-SMC-CEP-2479,00:56:00.24,-73:30:09.4,15.875,16.480999999999998,3.1627563
OGLE-SMC-CEP-2480,00:56:00.93,-73:24:03.8,15.564,16.309,4.1262295
OGLE-SMC-CEP-2481,00:56:01.36,-72:43:51.9,16.419,17.067999999999998,2.0769763
OGLE-SMC-CEP-2483,00:56:02.38,-73:36:59.0,16.831,17.500999999999998,1.5211181999999999
OGLE-SMC-CEP-2486,00:56:03.70,-73:13:44.6,16.704,17.213,1.462551
OGLE-SMC-CEP-2487,00:56:04.18,-73:13:02.7,16.284000000000002,17.000999999999998,2.5584189999999998
OGLE-SMC-CEP-2488,00:56:04.63,-73:26:45.7,14.918,15.578,6.3893567000000004
OGLE-SMC-CEP-2489,00:56:05.84,-73:05:43.4,16.912,17.557000000000002,1.3553385
OGLE-SMC-CEP-2494,00:56:06.14,-73:01:33.5,16.108,16.788,3.2136214
OGLE-SMC-CEP-2495,00:56:06.16,-72:36:18.1,16.688,17.527,1.8180976000000002
OGLE-SMC-CEP-2498,00:56:06.99,-72:07:18.4,14.873,15.693,7.0295958
OGLE-SMC-CEP-2502,00:56:07.77,-72:52:42.1,17.529,18.178,1.1558784
OGLE-SMC-CEP-2504,00:56:09.00,-72:55:18.4,16.822,17.407,1.2799726
OGLE-SMC-CEP-2505,00:56:09.15,-72:26:15.9,17.26,17.891,1.1935003999999998
OGLE-SMC-CEP-2506,00:56:09.23,-74:13:57.0,14.710999999999999,15.36,6.341737999999999
OGLE-SMC-CEP-2508,00:56:09.31,-72:50:15.2,17.062,17.825,1.6325929
OGLE-SMC-CEP-2509,00:56:09.68,-72:42:36.1,16.834,17.494,1.7275023
OGLE-SMC-CEP-2510,00:56:10.58,-72:34:11.6,17.023,17.607,1.2715294
OGLE-SMC-CEP-2511,00:56:10.89,-73:23:00.8,17.19,17.891,1.7111515
OGLE-SMC-CEP-2512,00:56:11.07,-72:52:06.6,16.718,17.295,1.5054266
OGLE-SMC-CEP-2517,00:56:12.72,-71:53:33.4,15.385,16.111,4.0408029
OGLE-SMC-CEP-2520,00:56:15.71,-72:20:17.1,15.91,16.727,3.5040076
OGLE-SMC-CEP-2521,00:56:15.92,-71:43:24.4,16.456,17.08,2.0422368000000004
OGLE-SMC-CEP-2522,00:56:15.93,-71:49:50.2,16.475,17.121,1.7758355
OGLE-SMC-CEP-2523,00:56:16.21,-72:05:32.1,16.555,17.102,1.6700651999999998
OGLE-SMC-CEP-2532,00:56:19.09,-72:11:35.4,16.999000000000002,17.658,1.3821166999999999
OGLE-SMC-CEP-2533,00:56:20.90,-73:23:14.0,13.887,14.595,12.1484659
OGLE-SMC-CEP-2534,00:56:20.93,-73:18:22.0,16.793,17.323,1.4370827
OGLE-SMC-CEP-2538,00:56:23.82,-72:50:32.5,15.383,16.208,4.8575136
OGLE-SMC-CEP-2539,00:56:25.07,-71:46:30.5,16.183,16.824,2.3034985
OGLE-SMC-CEP-2541,00:56:26.75,-73:14:11.5,16.727,17.262999999999998,1.3278929
OGLE-SMC-CEP-2542,00:56:27.15,-72:56:53.5,15.993,16.602999999999998,2.3968577
OGLE-SMC-CEP-2543,00:56:27.52,-73:41:04.2,17.033,17.652,1.2764351999999999
OGLE-SMC-CEP-2544,00:56:27.92,-73:23:42.4,15.389000000000001,16.025,3.3927766000000004
OGLE-SMC-CEP-2545,00:56:28.16,-72:26:29.1,14.287,14.99,6.8446185
OGLE-SMC-CEP-2546,00:56:28.35,-72:14:32.2,16.88,17.565,1.4986283
OGLE-SMC-CEP-2548,00:56:28.67,-73:34:59.1,15.399000000000001,16.183,5.3550675000000005
OGLE-SMC-CEP-2549,00:56:28.86,-72:26:18.4,16.41,17.069000000000003,1.9359291
OGLE-SMC-CEP-2552,00:56:29.93,-73:24:35.8,17.352999999999998,17.964000000000002,1.0786632
OGLE-SMC-CEP-2553,00:56:30.35,-71:58:39.4,15.73,16.35,2.8461619
OGLE-SMC-CEP-2554,00:56:30.38,-71:43:19.1,15.492,16.160999999999998,3.9014497
OGLE-SMC-CEP-2555,00:56:30.50,-72:44:11.6,17.0,17.734,1.4952940000000001
OGLE-SMC-CEP-2557,00:56:30.98,-72:40:07.6,17.143,17.851,1.4338745000000002
OGLE-SMC-CEP-2558,00:56:31.11,-72:45:56.7,16.875999999999998,17.611,1.6792491000000003
OGLE-SMC-CEP-2560,00:56:31.59,-73:06:45.8,15.059000000000001,15.794,5.361890900000001
OGLE-SMC-CEP-2561,00:56:32.61,-73:01:03.3,15.385,16.16,4.671987000000001
OGLE-SMC-CEP-2563,00:56:33.56,-72:13:55.1,16.462,17.017,1.6638446
OGLE-SMC-CEP-2565,00:56:34.05,-73:31:25.5,15.550999999999998,16.334,4.459034
OGLE-SMC-CEP-2566,00:56:34.38,-72:31:16.2,15.95,16.835,3.4854781000000004
OGLE-SMC-CEP-2568,00:56:35.37,-72:53:07.5,17.188,17.899,1.4144101999999998
OGLE-SMC-CEP-2569,00:56:35.87,-72:51:24.2,15.964,16.799,3.6342464
OGLE-SMC-CEP-2571,00:56:37.04,-72:42:23.9,16.66,17.309,1.7378418000000002
OGLE-SMC-CEP-2572,00:56:37.24,-72:59:54.4,16.012999999999998,16.727,2.9768596
OGLE-SMC-CEP-2573,00:56:37.35,-72:34:44.5,16.017,16.715999999999998,3.0682572999999995
OGLE-SMC-CEP-2574,00:56:37.64,-72:17:09.1,13.808,14.682,14.5916086
OGLE-SMC-CEP-2576,00:56:37.87,-74:09:29.7,16.014,16.644000000000002,2.9315591
OGLE-SMC-CEP-2577,00:56:37.90,-72:54:30.3,15.252,15.950999999999999,3.9346661
OGLE-SMC-CEP-2579,00:56:38.67,-72:31:57.8,16.203,16.898,2.3140106
OGLE-SMC-CEP-2580,00:56:38.93,-71:55:02.2,16.972,17.634,1.3093012
OGLE-SMC-CEP-2581,00:56:39.06,-72:36:30.0,16.589000000000002,17.343,2.0033838
OGLE-SMC-CEP-2582,00:56:39.17,-72:33:54.5,15.679,16.437,3.6055705000000002
OGLE-SMC-CEP-2584,00:56:41.12,-74:01:39.5,17.344,17.902,1.1056436
OGLE-SMC-CEP-2587,00:56:42.82,-73:54:42.1,16.085,16.816,3.5464463999999998
OGLE-SMC-CEP-2589,00:56:43.89,-73:39:17.6,15.375,16.175,4.9545494
OGLE-SMC-CEP-2590,00:56:44.93,-72:44:47.9,16.616,17.417,2.2346651
OGLE-SMC-CEP-2592,00:56:45.82,-71:48:11.2,16.711,17.27,1.446133
OGLE-SMC-CEP-2596,00:56:46.82,-72:07:57.5,14.832,15.527999999999999,5.058046900000001
OGLE-SMC-CEP-2598,00:56:48.86,-73:11:14.5,16.573,17.189,1.4721035
OGLE-SMC-CEP-2599,00:56:49.05,-71:38:34.4,16.465999999999998,17.118,2.0227739
OGLE-SMC-CEP-2600,00:56:49.51,-71:34:25.5,17.01,17.66,1.3142457
OGLE-SMC-CEP-2601,00:56:49.62,-72:40:46.3,16.844,17.58,1.5981906000000001
OGLE-SMC-CEP-2602,00:56:50.26,-73:23:27.6,15.857000000000001,16.418,2.3700177000000004
OGLE-SMC-CEP-2603,00:56:50.35,-72:56:51.4,16.21,16.889,2.5122247000000004
OGLE-SMC-CEP-2604,00:56:50.76,-73:14:42.6,14.537,15.362,5.1715493
OGLE-SMC-CEP-2606,00:56:52.39,-72:56:09.7,15.418,16.083,3.7761008
OGLE-SMC-CEP-2607,00:56:52.82,-72:52:12.1,14.292,15.175,10.7572224
OGLE-SMC-CEP-2609,00:56:53.21,-72:48:49.9,16.71,17.494,2.0295810000000003
OGLE-SMC-CEP-2610,00:56:54.12,-72:30:45.2,17.324,18.118,1.3787593
OGLE-SMC-CEP-2611,00:56:55.54,-73:20:21.1,16.92,17.583,1.5390873999999999
OGLE-SMC-CEP-2612,00:56:56.22,-73:27:06.7,16.959,17.500999999999998,1.5941863
OGLE-SMC-CEP-2614,00:56:57.09,-73:11:38.4,16.623,17.312,1.9445922999999998
OGLE-SMC-CEP-2618,00:56:57.81,-72:43:21.8,15.13,15.872,5.6787207
OGLE-SMC-CEP-2621,00:56:59.92,-72:02:05.5,15.794,16.554000000000002,3.4830602999999996
OGLE-SMC-CEP-2622,00:57:00.80,-72:07:41.8,15.527999999999999,16.298,4.330013200000001
OGLE-SMC-CEP-2624,00:57:02.28,-72:24:18.5,17.086,17.889,1.7063206999999998
OGLE-SMC-CEP-2626,00:57:03.44,-73:46:15.7,16.552,17.237000000000002,1.0555113999999999
OGLE-SMC-CEP-2629,00:57:04.33,-72:40:33.9,16.707,17.408,1.7778155
OGLE-SMC-CEP-2631,00:57:04.79,-73:08:26.7,16.465,17.006,1.8608942
OGLE-SMC-CEP-2633,00:57:04.95,-72:21:38.0,16.343,17.002,2.1500432999999997
OGLE-SMC-CEP-2634,00:57:05.10,-72:24:51.9,16.154,16.82,2.5096779
OGLE-SMC-CEP-2635,00:57:05.14,-72:36:27.2,15.494000000000002,16.19,3.8255714
OGLE-SMC-CEP-2636,00:57:05.26,-72:08:59.7,17.119,17.769000000000002,1.2110961
OGLE-SMC-CEP-2639,00:57:07.07,-73:28:37.8,14.504000000000001,15.203,7.895620500000001
OGLE-SMC-CEP-2642,00:57:07.40,-73:38:29.7,17.505,18.096,1.0533315
OGLE-SMC-CEP-2643,00:57:08.46,-73:04:56.2,15.182,15.950999999999999,6.372151799999999
OGLE-SMC-CEP-2644,00:57:08.60,-71:40:05.8,16.343,16.879,1.8703366999999997
OGLE-SMC-CEP-2645,00:57:08.65,-71:49:39.2,15.312999999999999,16.035,4.0451036
OGLE-SMC-CEP-2646,00:57:09.07,-73:21:42.9,16.44,17.145,2.2185262999999997
OGLE-SMC-CEP-2649,00:57:10.12,-73:22:51.2,17.221,17.808,1.1687614
OGLE-SMC-CEP-2653,00:57:12.42,-72:16:56.3,16.421,16.965999999999998,1.6700296000000001
OGLE-SMC-CEP-2654,00:57:12.56,-72:22:43.8,16.61,17.281,1.70609
OGLE-SMC-CEP-2656,00:57:14.00,-73:28:04.1,15.59,16.252,3.2679495
OGLE-SMC-CEP-2657,00:57:14.62,-73:35:50.8,17.249000000000002,17.85,1.2088066000000002
OGLE-SMC-CEP-2658,00:57:15.08,-71:49:26.3,16.273,16.930999999999997,2.2324785
OGLE-SMC-CEP-2661,00:57:15.69,-72:58:36.7,16.938,17.618,1.5258533
OGLE-SMC-CEP-2664,00:57:16.83,-73:36:51.9,16.645,17.28,1.8331556
OGLE-SMC-CEP-2665,00:57:18.09,-72:55:54.3,17.594,18.3,1.1430517
OGLE-SMC-CEP-2666,00:57:18.24,-73:26:38.4,16.844,-99.99,2.1631537
OGLE-SMC-CEP-2667,00:57:18.33,-73:24:28.0,16.975,17.55,1.4369538
OGLE-SMC-CEP-2670,00:57:19.20,-73:03:08.4,17.101,17.768,1.5198044
OGLE-SMC-CEP-2672,00:57:19.99,-73:52:54.5,17.339000000000002,18.003,1.2293729
OGLE-SMC-CEP-2673,00:57:20.51,-71:38:41.6,15.964,16.451,2.2207044
OGLE-SMC-CEP-2674,00:57:21.25,-73:24:49.6,17.155,17.817,1.3589323999999998
OGLE-SMC-CEP-2675,00:57:21.29,-73:34:51.0,15.547,16.21,3.8085678
OGLE-SMC-CEP-2678,00:57:24.46,-71:44:52.1,14.53,14.957,4.7810657
OGLE-SMC-CEP-2679,00:57:24.68,-73:36:40.0,17.262999999999998,17.914,1.3407040000000001
OGLE-SMC-CEP-2680,00:57:24.85,-73:04:57.7,17.074,17.625,1.0894716999999998
OGLE-SMC-CEP-2684,00:57:25.67,-73:22:30.3,16.34,16.977999999999998,2.0287629000000003
OGLE-SMC-CEP-2685,00:57:26.74,-71:44:29.3,16.48,17.090999999999998,1.7545608
OGLE-SMC-CEP-2689,00:57:27.17,-73:03:27.8,15.602,16.298,3.7180663000000003
OGLE-SMC-CEP-2690,00:57:27.84,-72:33:49.4,16.849,17.579,2.2421627999999996
OGLE-SMC-CEP-2694,00:57:29.81,-71:59:39.4,15.332,15.968,3.6546671
OGLE-SMC-CEP-2695,00:57:30.08,-73:28:19.7,16.45,17.07,2.0600839
OGLE-SMC-CEP-2696,00:57:31.03,-73:05:43.3,16.98,17.651,1.5009639
OGLE-SMC-CEP-2697,00:57:31.15,-73:13:06.4,15.515999999999998,16.250999999999998,3.3716550000000005
OGLE-SMC-CEP-2698,00:57:31.59,-73:06:20.7,16.238,16.891,2.1446085999999998
OGLE-SMC-CEP-2699,00:57:31.64,-73:35:14.5,15.402999999999999,16.1,2.117341
OGLE-SMC-CEP-2700,00:57:31.97,-72:45:17.1,16.308,17.012,2.3207462000000003
OGLE-SMC-CEP-2701,00:57:32.67,-72:30:06.6,16.544,17.13,1.4928994
OGLE-SMC-CEP-2706,00:57:33.90,-72:04:13.1,-99.99,13.720999999999998,39.199330200000006
OGLE-SMC-CEP-2707,00:57:34.09,-72:45:10.1,15.239,16.004,6.0696539000000005
OGLE-SMC-CEP-2709,00:57:34.27,-73:26:32.0,16.102,-99.99,3.2134788
OGLE-SMC-CEP-2710,00:57:34.66,-73:59:45.4,17.04,17.699,1.7206651999999998
OGLE-SMC-CEP-2711,00:57:34.88,-73:13:05.1,17.137,17.808,1.4256416
OGLE-SMC-CEP-2712,00:57:34.94,-72:57:44.3,14.963,15.537,4.8987590999999995
OGLE-SMC-CEP-2713,00:57:36.51,-72:40:31.1,15.439,16.122,3.9733479
OGLE-SMC-CEP-2716,00:57:38.16,-71:16:13.2,16.785999999999998,17.311,1.333617
OGLE-SMC-CEP-2717,00:57:38.47,-73:13:19.3,16.987000000000002,17.554000000000002,1.2974973
OGLE-SMC-CEP-2720,00:57:40.13,-73:13:18.1,16.325,17.043,1.4654771999999998
OGLE-SMC-CEP-2721,00:57:40.27,-72:55:16.3,15.129000000000001,15.765,4.4122430999999995
OGLE-SMC-CEP-2722,00:57:40.28,-72:32:44.3,15.074000000000002,15.850999999999999,4.9871088
OGLE-SMC-CEP-2724,00:57:41.54,-73:16:02.3,16.555,17.146,1.8101436000000002
OGLE-SMC-CEP-2726,00:57:42.38,-72:45:55.9,16.847,17.569000000000003,1.7493593
OGLE-SMC-CEP-2727,00:57:42.77,-72:03:06.9,16.163,16.87,2.441675
OGLE-SMC-CEP-2728,00:57:42.82,-73:16:00.6,16.266,16.929000000000002,2.1355249
OGLE-SMC-CEP-2732,00:57:44.20,-72:29:26.8,16.997,17.595,1.3658475
OGLE-SMC-CEP-2733,00:57:44.34,-73:05:23.6,16.722,17.381,1.7755471999999999
OGLE-SMC-CEP-2734,00:57:44.40,-72:46:16.4,16.942,17.574,1.4538975
OGLE-SMC-CEP-2736,00:57:44.76,-72:16:24.9,13.795,14.527000000000001,12.6238447
OGLE-SMC-CEP-2737,00:57:44.85,-73:41:42.0,16.899,17.474,1.3139677
OGLE-SMC-CEP-2739,00:57:45.60,-73:40:33.9,16.711,17.445999999999998,1.7318661
OGLE-SMC-CEP-2745,00:57:48.92,-73:18:24.5,16.81,17.491,1.9015863999999998
OGLE-SMC-CEP-2746,00:57:49.71,-72:12:41.3,14.894,15.665999999999999,6.6928993000000006
OGLE-SMC-CEP-2747,00:57:50.16,-72:47:47.3,15.277000000000001,16.009,4.5615989
OGLE-SMC-CEP-2748,00:57:51.20,-72:24:23.3,16.349,17.0,1.9379691000000003
OGLE-SMC-CEP-2751,00:57:53.31,-72:24:46.3,12.638,13.63,33.0293968
OGLE-SMC-CEP-2755,00:57:55.58,-73:05:13.1,17.107,17.787,1.5514398999999999
OGLE-SMC-CEP-2756,00:57:55.95,-73:20:06.2,15.577,-99.99,3.3380553
OGLE-SMC-CEP-2758,00:57:56.74,-72:27:48.4,16.102,16.834,2.5191228
OGLE-SMC-CEP-2760,00:57:57.71,-72:25:51.1,16.863,17.442999999999998,1.7963703000000002
OGLE-SMC-CEP-2761,00:57:58.01,-73:43:17.7,16.660999999999998,17.24,1.5361771999999998
OGLE-SMC-CEP-2763,00:57:59.21,-72:14:06.1,15.352,16.031,3.5524827000000005
OGLE-SMC-CEP-2765,00:58:01.16,-72:48:17.6,16.968,17.623,1.5261323999999998
OGLE-SMC-CEP-2766,00:58:01.23,-73:39:15.6,17.085,17.735,1.3650861
OGLE-SMC-CEP-2767,00:58:01.29,-72:17:05.7,16.422,16.957,1.6569325000000001
OGLE-SMC-CEP-2769,00:58:02.36,-72:42:10.4,16.796,17.533,1.8067568999999999
OGLE-SMC-CEP-2771,00:58:02.68,-72:40:23.1,15.334000000000001,16.142,4.769638400000001
OGLE-SMC-CEP-2775,00:58:04.34,-73:01:02.0,17.057000000000002,17.742,1.5322280000000001
OGLE-SMC-CEP-2776,00:58:04.35,-73:27:50.7,16.095,16.637999999999998,2.4080264
OGLE-SMC-CEP-2777,00:58:04.75,-72:59:45.7,16.125,16.765,2.813104
OGLE-SMC-CEP-2783,00:58:07.36,-73:08:52.9,15.300999999999998,16.038,5.1257314
OGLE-SMC-CEP-2784,00:58:07.65,-72:57:55.4,16.701,17.296,1.60202
OGLE-SMC-CEP-2785,00:58:08.06,-73:34:29.1,16.19,16.917,2.8518642000000005
OGLE-SMC-CEP-2790,00:58:10.27,-73:36:02.4,16.259,16.972,1.6200622
OGLE-SMC-CEP-2791,00:58:10.61,-72:14:18.6,16.511,17.125,1.5536536
OGLE-SMC-CEP-2792,00:58:11.01,-72:25:21.8,17.230999999999998,17.794,1.2413873
OGLE-SMC-CEP-2793,00:58:11.41,-72:56:37.1,16.59,17.213,1.7774286
OGLE-SMC-CEP-2794,00:58:11.97,-71:47:05.4,16.274,16.802,1.9093093
OGLE-SMC-CEP-2795,00:58:12.18,-71:42:57.2,17.197,17.828,1.2011079
OGLE-SMC-CEP-2796,00:58:12.28,-73:12:34.7,15.732999999999999,16.303,2.8176634
OGLE-SMC-CEP-2797,00:58:12.78,-73:38:58.0,16.561,17.156,1.7547694
OGLE-SMC-CEP-2798,00:58:12.83,-74:13:39.8,17.245,17.817999999999998,1.2842811
OGLE-SMC-CEP-2800,00:58:14.72,-74:12:38.2,17.575,18.168,0.9096572
OGLE-SMC-CEP-2801,00:58:15.19,-73:59:41.3,17.509,18.125999999999998,1.1204969
OGLE-SMC-CEP-2802,00:58:15.57,-73:18:30.9,17.249000000000002,17.875,1.2376743000000001
OGLE-SMC-CEP-2804,00:58:16.56,-72:24:01.7,17.184,17.826,1.2231785
OGLE-SMC-CEP-2806,00:58:17.23,-73:21:10.5,15.850999999999999,16.586,3.4901741000000004
OGLE-SMC-CEP-2809,00:58:17.71,-73:53:05.6,15.639000000000001,16.419,4.2961730000000005
OGLE-SMC-CEP-2810,00:58:18.06,-73:11:24.4,16.980999999999998,17.565,1.3773454
OGLE-SMC-CEP-2815,00:58:21.24,-72:02:39.5,16.004,16.747,2.9055134999999996
OGLE-SMC-CEP-2818,00:58:21.79,-72:17:18.4,14.745,15.614,8.6264337
OGLE-SMC-CEP-2824,00:58:23.24,-72:54:24.9,14.565999999999999,15.286,7.5000092
OGLE-SMC-CEP-2827,00:58:24.06,-73:22:58.8,15.325,16.009,3.8896695
OGLE-SMC-CEP-2828,00:58:24.66,-73:28:24.5,16.829,17.313,1.1454221000000002
OGLE-SMC-CEP-2830,00:58:26.16,-73:22:40.8,16.46,17.072,1.8766685
OGLE-SMC-CEP-2831,00:58:26.49,-72:42:49.5,16.982,17.65,1.3972278
OGLE-SMC-CEP-2833,00:58:26.83,-73:10:40.2,16.666,17.309,1.7546674
OGLE-SMC-CEP-2835,00:58:28.78,-72:19:57.9,14.675999999999998,15.489,7.9355839999999995
OGLE-SMC-CEP-2836,00:58:28.86,-72:35:49.5,16.387,17.057000000000002,2.1075998
OGLE-SMC-CEP-2837,00:58:28.90,-72:26:39.9,15.429,16.151,4.2894037
OGLE-SMC-CEP-2838,00:58:29.33,-72:58:32.4,17.219,17.872,1.3276556000000002
OGLE-SMC-CEP-2840,00:58:30.36,-72:32:34.1,16.701,17.439,1.8600325
OGLE-SMC-CEP-2841,00:58:30.91,-72:27:02.8,14.04,14.997,14.712972699999998
OGLE-SMC-CEP-2842,00:58:31.25,-72:47:01.8,16.609,17.315,1.8874808999999997
OGLE-SMC-CEP-2843,00:58:32.51,-72:17:48.5,16.271,16.861,2.332282
OGLE-SMC-CEP-2844,00:58:33.24,-73:05:20.3,16.53,17.072,1.7267876
OGLE-SMC-CEP-2845,00:58:33.61,-71:34:46.0,16.683,17.374000000000002,1.6412269
OGLE-SMC-CEP-2846,00:58:34.33,-72:09:03.9,14.269,15.107999999999999,9.807549400000001
OGLE-SMC-CEP-2847,00:58:34.94,-73:55:14.2,15.216,15.975,5.5139716
OGLE-SMC-CEP-2849,00:58:35.07,-72:58:25.6,16.668,17.264,1.5886292
OGLE-SMC-CEP-2852,00:58:35.95,-73:37:27.9,16.204,17.012,1.3078544
OGLE-SMC-CEP-2854,00:58:36.69,-73:13:49.7,16.803,17.482,1.6962106
OGLE-SMC-CEP-2858,00:58:37.69,-73:28:21.2,15.59,16.192,2.9266218999999998
OGLE-SMC-CEP-2859,00:58:38.01,-72:10:08.6,15.720999999999998,16.572,2.3109626
OGLE-SMC-CEP-2863,00:58:38.77,-72:13:27.8,16.55,17.199,1.6366589
OGLE-SMC-CEP-2864,00:58:39.44,-72:53:48.0,16.588,17.184,1.6804461
OGLE-SMC-CEP-2865,00:58:40.35,-73:17:08.9,16.769000000000002,17.375999999999998,1.506071
OGLE-SMC-CEP-2867,00:58:41.45,-72:22:47.2,15.16,15.883,4.876743
OGLE-SMC-CEP-2868,00:58:41.51,-72:10:57.3,16.545,17.198,1.6771916
OGLE-SMC-CEP-2872,00:58:43.64,-73:22:10.7,14.898,15.550999999999998,5.734087000000001
OGLE-SMC-CEP-2873,00:58:45.31,-71:40:34.1,16.305,16.901,2.0405287
OGLE-SMC-CEP-2877,00:58:45.95,-73:03:34.3,15.595999999999998,16.249000000000002,3.0564218
OGLE-SMC-CEP-2878,00:58:46.04,-73:05:04.5,17.245,17.882,1.1173151000000001
OGLE-SMC-CEP-2879,00:58:46.57,-72:55:04.5,15.867,16.479,2.6671505
OGLE-SMC-CEP-2880,00:58:46.61,-71:15:53.3,17.175,17.733,1.0799813999999999
OGLE-SMC-CEP-2886,00:58:48.17,-73:09:42.8,15.558,16.328,4.2969957999999995
OGLE-SMC-CEP-2887,00:58:48.66,-72:53:07.8,14.929,15.690999999999999,6.8097792
OGLE-SMC-CEP-2890,00:58:49.09,-72:41:04.7,15.442,16.111,3.7497785000000006
OGLE-SMC-CEP-2893,00:58:49.76,-73:18:27.0,16.361,16.928,1.321549
OGLE-SMC-CEP-2896,00:58:50.62,-73:05:22.1,17.2,17.86,1.3435553
OGLE-SMC-CEP-2897,00:58:51.40,-71:54:21.5,14.498,15.262,8.1481955
OGLE-SMC-CEP-2899,00:58:52.16,-71:58:37.1,14.809000000000001,15.634,7.0548788
OGLE-SMC-CEP-2901,00:58:52.88,-74:08:02.4,16.746,17.214000000000002,1.1267433
OGLE-SMC-CEP-2903,00:58:53.96,-73:03:37.9,16.384,17.09,2.4144889
OGLE-SMC-CEP-2905,00:58:55.07,-72:33:07.5,12.859000000000002,13.995999999999999,38.02132460000001
OGLE-SMC-CEP-2908,00:58:56.26,-73:15:04.3,17.319000000000003,17.953,1.2472842
OGLE-SMC-CEP-2909,00:58:56.72,-72:56:28.4,15.758,16.41,3.2140252
OGLE-SMC-CEP-2911,00:58:57.78,-74:05:33.5,16.761,17.355,1.4718697
OGLE-SMC-CEP-2915,00:58:59.45,-72:42:56.6,17.087,17.680999999999997,1.3462265
OGLE-SMC-CEP-2916,00:58:59.61,-71:54:30.1,16.121,16.699,2.2175333
OGLE-SMC-CEP-2920,00:59:00.43,-73:06:08.8,15.488,16.158,3.9629248
OGLE-SMC-CEP-2921,00:59:00.52,-72:10:06.5,16.158,16.698,2.2129985
OGLE-SMC-CEP-2922,00:59:01.27,-71:45:07.7,16.937,17.538,1.2891193
OGLE-SMC-CEP-2924,00:59:02.58,-72:07:17.3,16.237000000000002,16.874000000000002,1.9950595000000002
OGLE-SMC-CEP-2926,00:59:02.89,-73:27:09.1,15.636,16.351,3.7139957000000003
OGLE-SMC-CEP-2927,00:59:03.24,-73:22:28.5,15.509,16.095,3.1013776
OGLE-SMC-CEP-2929,00:59:03.47,-73:33:38.6,16.81,17.395,1.5866360000000002
OGLE-SMC-CEP-2932,00:59:04.29,-72:00:49.4,15.177999999999999,15.943,4.729695099999999
OGLE-SMC-CEP-2933,00:59:04.34,-73:15:05.5,15.883,16.489,2.4943122000000004
OGLE-SMC-CEP-2934,00:59:04.63,-72:11:08.1,16.588,17.351,1.9320932000000002
OGLE-SMC-CEP-2935,00:59:04.76,-72:57:08.1,16.937,17.63,1.4713391000000002
OGLE-SMC-CEP-2936,00:59:04.80,-72:04:41.7,15.126,15.868,4.7961987
OGLE-SMC-CEP-2937,00:59:05.47,-72:03:44.7,13.524000000000001,14.366,16.1911829
OGLE-SMC-CEP-2944,00:59:09.68,-72:00:35.9,16.109,16.848,2.5504406000000004
OGLE-SMC-CEP-2946,00:59:10.80,-73:35:53.2,16.803,17.448,1.534035
OGLE-SMC-CEP-2947,00:59:10.91,-73:02:00.2,14.569,15.327,8.6825272
OGLE-SMC-CEP-2951,00:59:11.95,-73:25:29.9,17.035999999999998,17.706,1.3823688
OGLE-SMC-CEP-2955,00:59:12.72,-72:34:53.3,17.477999999999998,18.195999999999998,1.0919187
OGLE-SMC-CEP-2956,00:59:12.92,-71:48:13.2,15.415,16.127,4.181353
OGLE-SMC-CEP-2957,00:59:12.93,-72:49:00.9,15.832,-99.99,2.9115083999999998
OGLE-SMC-CEP-2962,00:59:14.81,-73:05:03.0,17.204,17.839000000000002,1.1068726999999998
OGLE-SMC-CEP-2963,00:59:15.07,-72:25:49.7,16.382,16.854,1.4917733
OGLE-SMC-CEP-2964,00:59:15.42,-73:23:50.5,16.71,17.368,1.5087669
OGLE-SMC-CEP-2967,00:59:18.39,-73:13:51.8,17.167,17.824,1.2695421999999998
OGLE-SMC-CEP-2968,00:59:18.46,-72:51:20.6,14.259,15.007,8.87133
OGLE-SMC-CEP-2969,00:59:18.72,-72:09:11.4,16.912,17.447,1.1766376
OGLE-SMC-CEP-2971,00:59:19.09,-72:58:19.0,15.929,16.483,2.1609693
